Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,HDOP,UTM_easting,UTM_northing,UTC.secs,UTC.nsecs,Zone,Letter,fix_quality
1676145770.6950574,344,72170,600000000,GPS1_Frame,42.33711564,-71.090462845,5.726,1.0,327786.01913702267,4689323.263000409,72170,600000000,19,T,5
1676145771.6948392,345,72171,600000000,GPS1_Frame,42.337115643333334,-71.090462935,5.708,1.0,327786.01173154206,4689323.263552829,72171,600000000,19,T,5
1676145772.6961536,346,72172,600000000,GPS1_Frame,42.337115655,-71.09046307333334,5.709,1.0,327786.00036690035,4689323.2651284905,72172,600000000,19,T,5
1676145773.7015126,347,72173,600000000,GPS1_Frame,42.337115735,-71.09046314666666,5.693,1.0,327785.99454377696,4689323.274160404,72173,600000000,19,T,5
1676145774.6985095,348,72174,600000000,GPS1_Frame,42.33711575666667,-71.09046323833333,5.678,1.0,327785.98705103446,4689323.276751975,72174,600000000,19,T,5
1676145775.6896064,349,72175,600000000,GPS1_Frame,42.33711581666667,-71.09046334833333,5.666,1.0,327785.9781525578,4689323.2836373,72175,600000000,19,T,5
1676145776.6907032,350,72176,600000000,GPS1_Frame,42.33711583666667,-71.09046347666667,5.65,1.0,327785.9676345088,4689323.286118062,72176,600000000,19,T,5
1676145777.6926706,351,72177,600000000,GPS1_Frame,42.337115948333334,-71.09046354833333,5.64,1.0,327785.9620351366,4689323.298662943,72177,600000000,19,T,5
1676145778.6938515,352,72178,600000000,GPS1_Frame,42.337116035,-71.090463635,5.622,1.0,327785.95513175055,4689323.308462143,72178,600000000,19,T,5
1676145779.6979442,353,72179,600000000,GPS1_Frame,42.33711608833333,-71.09046381,5.597,1.0,327785.9408601012,4689323.3147388315,72179,600000000,19,T,5
1676145780.698413,354,72180,600000000,GPS1_Frame,42.337116181666666,-71.09046390666667,5.579,1.0,327785.93315107416,4689323.325298566,72180,600000000,19,T,5
1676145781.6928828,355,72181,600000000,GPS1_Frame,42.33711625833333,-71.09046404333333,5.58,1.0,327785.92210118205,4689323.334088609,72181,600000000,19,T,5
1676145782.692284,356,72182,600000000,GPS1_Frame,42.33711627666667,-71.09046413666667,5.577,1.0,327785.91446203145,4689323.336313414,72182,600000000,19,T,5
1676145783.6963139,357,72183,600000000,GPS1_Frame,42.337116355,-71.09046419333333,5.541,1.0,327785.9100074292,4689323.345126501,72183,600000000,19,T,5
1676145784.6964138,358,72184,600000000,GPS1_Frame,42.33711640666667,-71.09046430666666,5.543,1.0,327785.90081158886,4689323.351093226,72184,600000000,19,T,5
1676145785.6972373,359,72185,600000000,GPS1_Frame,42.33711641,-71.09046441166667,5.543,1.0,327785.89217034227,4689323.3516760245,72185,600000000,19,T,5
1676145786.6957402,360,72186,600000000,GPS1_Frame,42.337116443333336,-71.09046446,5.527,1.0,327785.88827943103,4689323.355475328,72186,600000000,19,T,5
1676145787.6956875,361,72187,600000000,GPS1_Frame,42.33711645166667,-71.09046455666666,5.529,1.0,327785.88033837103,4689323.35659646,72187,600000000,19,T,5
1676145788.6966558,362,72188,600000000,GPS1_Frame,42.33711642,-71.09046465,5.528,1.0,327785.87256272906,4689323.353269146,72188,600000000,19,T,5
1676145789.6899195,363,72189,600000000,GPS1_Frame,42.337116388333335,-71.090464705,5.535,1.0,327785.8679451526,4689323.349864195,72189,600000000,19,T,5
1676145790.6888819,364,72190,600000000,GPS1_Frame,42.337116368333334,-71.090464765,5.534,1.0,327785.8629475,4689323.347764866,72190,600000000,19,T,5
1676145791.69162,365,72191,600000000,GPS1_Frame,42.337116353333336,-71.09046481,5.524,1.0,327785.8591992626,4689323.346190369,72191,600000000,19,T,5
1676145792.6891124,366,72192,600000000,GPS1_Frame,42.337116308333336,-71.09046481,5.529,1.0,327785.8590764204,4689323.341193462,72192,600000000,19,T,5
1676145793.6968913,367,72193,600000000,GPS1_Frame,42.33711632666667,-71.09046481833333,5.521,1.0,327785.8584399319,4689323.343246116,72193,600000000,19,T,5
1676145794.698396,368,72194,600000000,GPS1_Frame,42.33711624666667,-71.09046501333333,5.532,1.0,327785.84215661767,4689323.3347576605,72194,600000000,19,T,5
1676145795.6934247,369,72195,600000000,GPS1_Frame,42.337116173333335,-71.09046502833333,5.54,1.0,327785.84072066844,4689323.326644931,72195,600000000,19,T,5
1676145796.6953652,370,72196,600000000,GPS1_Frame,42.33711610333334,-71.09046506,5.549,1.0,327785.8379207437,4689323.318936099,72196,600000000,19,T,5
1676145797.6957564,371,72197,600000000,GPS1_Frame,42.337116035,-71.09046509666666,5.559,1.0,327785.83471345087,4689323.3114224635,72197,600000000,19,T,5
1676145798.695375,372,72198,600000000,GPS1_Frame,42.337115886666666,-71.090465205,5.57,1.0,327785.82538356713,4689323.295170584,72198,600000000,19,T,5
1676145799.693211,373,72199,600000000,GPS1_Frame,42.33711578166667,-71.09046525166667,5.584,1.0,327785.8212523386,4689323.283605646,72199,600000000,19,T,5
1676145800.6955059,374,72200,600000000,GPS1_Frame,42.337115583333336,-71.09046532166667,5.619,1.0,327785.81494402466,4689323.261724013,72200,600000000,19,T,5
1676145801.6963418,375,72201,600000000,GPS1_Frame,42.337115438333335,-71.09046539833334,5.644,1.0,327785.80823207495,4689323.245778139,72201,600000000,19,T,5
1676145802.6934822,376,72202,600000000,GPS1_Frame,42.33711532833333,-71.090465505,5.664,1.0,327785.7991441411,4689323.23377951,72202,600000000,19,T,5
1676145803.6945221,377,72203,600000000,GPS1_Frame,42.337115215,-71.09046557166667,5.675,1.0,327785.7933424758,4689323.221329726,72203,600000000,19,T,5
1676145804.6932118,378,72204,600000000,GPS1_Frame,42.33711510166667,-71.09046567333333,5.684,1.0,327785.7846573666,4689323.20895083,72204,600000000,19,T,5
1676145805.6903942,379,72205,600000000,GPS1_Frame,42.33711499166667,-71.090465765,5.694,1.0,327785.77680519666,4689323.196921818,72205,600000000,19,T,5
1676145806.694601,380,72206,600000000,GPS1_Frame,42.3371149,-71.09046581166666,5.708,1.0,327785.7727103637,4689323.186837447,72206,600000000,19,T,5
1676145807.69152,381,72207,600000000,GPS1_Frame,42.33711478833333,-71.090465935,5.715,1.0,327785.7622448092,4689323.174687501,72207,600000000,19,T,5
1676145808.6897311,382,72208,600000000,GPS1_Frame,42.33711472666667,-71.09046600833334,5.73,1.0,327785.7560349583,4689323.16798841,72208,600000000,19,T,5
1676145809.6943011,383,72209,600000000,GPS1_Frame,42.337114635,-71.09046611666666,5.732,1.0,327785.74685976445,4689323.158028932,72209,600000000,19,T,5
1676145810.692294,384,72210,600000000,GPS1_Frame,42.337114605,-71.09046616833334,5.73,1.0,327785.7425213487,4689323.154802301,72210,600000000,19,T,5
1676145811.691458,385,72211,600000000,GPS1_Frame,42.337114523333334,-71.090466235,5.744,1.0,327785.736806132,4689323.14586886,72211,600000000,19,T,5
1676145812.694649,386,72212,600000000,GPS1_Frame,42.337114395,-71.09046627833334,5.75,1.0,327785.73288582056,4689323.131706184,72212,600000000,19,T,5
1676145813.6937947,387,72213,600000000,GPS1_Frame,42.33711427666667,-71.09046631,5.779,1.0,327785.7299539561,4689323.118630303,72213,600000000,19,T,5
1676145814.6961145,388,72214,600000000,GPS1_Frame,42.33711416166667,-71.09046638666666,5.79,1.0,327785.72332389886,4689323.106015704,72214,600000000,19,T,5
1676145815.693805,389,72215,600000000,GPS1_Frame,42.33711410833333,-71.090466375,5.789,1.0,327785.72413945873,4689323.1000698125,72215,600000000,19,T,5
1676145816.692798,390,72216,600000000,GPS1_Frame,42.337114011666664,-71.09046645666666,5.8,1.0,327785.7171475283,4689323.0895011155,72216,600000000,19,T,5
1676145817.6921017,391,72217,600000000,GPS1_Frame,42.33711393,-71.090466495,5.811,1.0,327785.7137665288,4689323.08051029,72217,600000000,19,T,5
1676145818.6961293,392,72218,600000000,GPS1_Frame,42.337113841666664,-71.09046647833334,5.823,1.0,327785.7148984646,4689323.070667791,72218,600000000,19,T,5
1676145819.6981735,393,72219,600000000,GPS1_Frame,42.33711376833333,-71.090466545,5.823,1.0,327785.70920599636,4689323.062659701,72219,600000000,19,T,5
